Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
The Grand Trunk Road,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian",4,712,1100
Del,"Roseate House,Aerocity, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  European,  Asian,  Sushi",4.5,708,5000
The Drunken Botanist,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Asian",4.4,705,2600
United Coffee House Rewind,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Mediterranean,  European,  Asian,  Coffee,  Tea",4.2,704,3000
Ozora,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,"Continental,  Finger Food,  North Indian,  Chinese",4.1,703,2700
Beach N Brew,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Continental,  Chinese",4.4,703,1800
Chili’s American Grill and Bar,"Ventura Building,Powai, Powai", Powai,Mumbai,"Mexican,  American,  Fast Food",4.2,699,2000
PizzaExpress,"Bandra East, Bandra", Bandra,Mumbai,"European,  Fast Food,  Italian",4.5,699,1400
AMPM Café and Bar,"DLF Galleria Market,DLF Phase - 4, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  Italian,  European,  American,  Oriental ,  Tex Mex",4.2,694,1700
Barbeque Nation,"Alcazar Mall,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Barbecue,  North Indian",4.4,693,1400
Chili's American Grill and Bar,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,"Mexican,  American",4.5,692,1500
Berco's,"Sector 12, Noida", Noida,Noida,"Chinese,  Thai",4.3,691,1300
The Food Studio,"Mulund West, Central Suburbs", Central Suburbs,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.3,689,1400
Imperfecto,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mediterranean",3.9,683,2400
Limitless,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,681,2000
Cafe Azzure,"MG Road, Central Bangalore", Central Bangalore,Bangalore,"Continental,  Coffee",4.3,679,1000
Barbeque Nation,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,678,1800
Norenj,"South City 2, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  Italian,  Mediterranean,  European,  Oriental ",4.5,676,2000
JW Kitchen,"JW Marriott Hotel,Vittal Mallya Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Mediterranean,  European,  Asian",4.4,672,2500
Three Dots and A Dash,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Continental,  Italian,  European",4.1,672,1600
ABs - Absolute Barbecues,"Velachery, South West Chennai", South West Chennai,Chennai,"North Indian,  Barbecue,  Mediterranean,  European,  Seafood",4.4,670,1400
T- Grill,"Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Mughlai,  Andhra",3.1,669,700
Brewklyn Microbrewery,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Multi-Cuisine,  Italian,  Chinese,  Continental,  American,  Finger Food",4.3,665,1200
Chili's,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Mexican,  Italian,  American",4.6,659,1500
Plush 28,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Chinese,  Continental",4.3,658,1400
Lazy Shack,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American",4.2,658,1300
Kava,"Fairfield by Marriott,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Continental,  South Indian",3.9,656,1200
Heart Cup Coffee,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,654,2000
Cafe Delhi Heights,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.3,652,2000
Wok in the Clouds,"Khan Market, Central Delhi", Central Delhi,Delhi,"Chinese,  Thai,  Asian,  North Indian,  Continental",4.3,646,2200
Bell Pepperz,"Community Centre,Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"North Indian,  Oriental ",4.4,643,1200
Zaairah,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Chinese,  Mexican",4.2,643,1200
Headquarters,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Oriental ",4.2,642,1600
IHOP,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,American,4.5,640,1400
ABs - Absolute Barbecues,"White Square Building,Hinjewadi, West Pune", West Pune,Pune,"North Indian,  Barbecue,  Seafood",4.4,640,1200
The Bier Library Brewery & Kitchen,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Continental,  North Indian,  Barbecue,  Pizza",4.3,639,1800
ABs - Absolute Barbecues,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.5,636,1200
Out Of The Box,"Khan Market, Central Delhi", Central Delhi,Delhi,"World Cuisine,  Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Oriental ,  Tex Mex",4.1,634,2000
La Casa Brewery And Kitchen,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Italian,  Continental",4.2,633,1500
My Bar Headquarters,"Sector 29, Gurgaon", Gurgaon,Gurgaon,"Finger Food,  North Indian,  Chinese,  Continental",4,631,1500
Ohri's - Gufaa,"Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,631,1900
Monkey Bar,"Vasant Kunj, South Delhi", South Delhi,Delhi,"Continental,  North Indian,  European,  American",4.5,630,1500
Cafe Delhi Heights,"DLF Promenade Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.3,628,2000
Genuine Broaster Chicken,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Finger Food,  Continental,  American",4.3,628,1000
Shift,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Chinese,  Continental",4.1,626,1600
Clay 1 Grill,"Kirti Nagar, West Delhi", West Delhi,Delhi,North Indian,4.2,624,2000
Chili’s American Grill and Bar,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"Mexican,  American",4.2,623,1800
Breath - Fine Lounge and Bar,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",3.9,622,1200
By The Bay,"Hudson Lane, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  American,  Seafood",4.1,622,1800
IKK Panjab,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,North Indian,4.3,619,1800
Pa Pa Ya,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Japanese",4.7,618,2100
Stories Bar and Kitchen,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  American",4.1,616,1800
Arena,"Taj Deccan Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Hyderabadi",4.1,616,3000
CIBO House,"Phoenix Tower A,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental",4.3,616,1500
The Chatter House,"Khan Market, Central Delhi", Central Delhi,Delhi,"North Indian,  Italian,  Continental",4.2,615,2600
Lanterns Kitchen & Bar,"Rajendra Bhawan,Rajendra Place, West Delhi", West Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese",4.2,614,1600
Daddy,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Asian,  Continental",4.3,614,1200
Hitchki,"R City Mall,Ghatkopar West, Central Suburbs", Central Suburbs,Mumbai,Modern Indian,4.3,613,1500
Angrezi Dhaba,"Todi Mills,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Seafood,  Finger Food",4.1,613,1500
Gravity Mantra,"Sector 18, Noida", Noida,Noida,"North Indian,  Italian,  Continental,  Oriental ",4.2,612,2200
Barbeque Nation,"Connaught Place, Central Delhi", Central Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.4,610,1700
Pop Tate's,"Kamala Mills Compound,Lower Parel, South Mumbai", South Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.3,610,2000
Pinch of Spice,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Mughlai,  Chinese",4.3,608,1800
Kareem's,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Mughlai",4.4,608,1400
Sector 7 Social,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Continental,  Finger Food,  North Indian,  American,  Asian",4.5,605,1400
Feast,"Sheraton Grand,Malleshwaram, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.3,604,2000
PizzaExpress,"Dhanraj Mahal,Colaba, South Mumbai", South Mumbai,Mumbai,"European,  Fast Food,  Italian",4.5,602,1800
Refinery091,"Globsyn Crystals Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Italian,  Chinese,  Finger Food",4.4,594,1700
Feast,"Sheraton Hyderabad Hotel,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  Italian,  Continental,  Asian,  Modern Indian",4.3,592,2500
100% Rock,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Chinese",4.1,591,1200
PizzaExpress,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"European,  Fast Food,  Italian",4.5,590,1400
Traffic Gastropub,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,589,1800
ABs - Absolute Barbecues,"Seasons Mall,Magarpatta City, East Pune", East Pune,Pune,"North Indian,  Barbecue,  Seafood",4.4,587,1200
10 Downing Street,"PS Srijan Corporate Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,"Finger Food,  North Indian,  Chinese,  Continental",4.4,586,1600
Zucca Lounge,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,"Finger Food,  Italian,  Chinese,  Continental",4,586,1000
The Food Studio,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,585,1400
PizzaExpress,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Italian,  European",4.4,583,1400
Momo I Am,"RDB Boulevard,Salt Lake, East Kolkata", East Kolkata,Kolkata,"Tibetan,  Chinese,  Asian",4.6,583,800
Glocal Junction,"Andheri Link Road , Andheri West", Andheri West,Mumbai,"Continental,  Fast Food,  North Indian,  European",4.3,582,2200
Latest Recipe,"Le Meridien,MG Road, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Continental,  Asian,  Fast Food",4.3,581,3000
26 Boulevard,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Continental,  North Indian,  Italian",4.4,577,1200
Mamagoto,"Khan Market, Central Delhi", Central Delhi,Delhi,"Asian,  Chinese,  Thai,  Japanese",4.5,576,1500
Vasant Kunj Social,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Continental,  American,  Asian,  Finger Food",4.4,576,2000
Barcode,"Dwarka, West Delhi", West Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Mexican",4.2,575,1600
Pasta Street,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Italian,  European,  Desserts,  Pizza",4.5,575,1500
THE ART HOUSE Restaurant,"Connaught Place, Central Delhi", Central Delhi,Delhi,"North Indian,  Italian,  Continental",3.9,574,2500
TGI Friday's,"Forum Mall,Elgin Road, South Kolkata", South Kolkata,Kolkata,"Mexican,  American",4.4,574,2000
BJs Sports Lounge,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4.2,573,800
Bindaas Rasoi,"Sholinganallur, South West Chennai", South West Chennai,Chennai,"North Indian,  Seafood",4.3,571,1200
Lazy Bear,"Hudson Lane, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,570,1100
TESORO MIO KITCHEN 'N' KAFFE,"Preet Vihar, East Delhi", East Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",4.1,570,1600
The Dugout,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,"Italian,  Chinese,  Fast Food,  North Indian,  Continental",4.5,570,800
The Firangi Island,"Kirti Nagar, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,569,1600
Brahma Brews,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  South Indian,  European,  Asian",4.5,569,2200
T Grill Thali Time,"Hotel Deccan Serai,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai,  Seafood,  Oriental ",4,566,800
Tatva,"Wakad, West Pune", West Pune,Pune,"North Indian,  Chinese,  Continental,  South Indian",4.3,564,1100
Kouzina Marine,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.4,564,1300
Imperfecto Ruin Pub,"Ansal Plaza Mall,Khel Gaon, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  Mediterranean",4,561,2400
Bombay Brasserie,"Quest Mall,Ballygunge, South Kolkata", South Kolkata,Kolkata,"Fusion,  Modern Indian,  North Indian",4.3,561,1500
Food Exchange,"Novotel New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"North Indian,  European,  Oriental ",4.3,558,3500
The Market,"The Ritz - Carlton,Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.5,557,3300
Sattvik,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,North Indian,4.4,556,1600
Ustaadi,"Sitaram Building,Mumbai CST Area, South Mumbai", South Mumbai,Mumbai,"North Indian,  Asian,  Italian,  Seafood",4.4,556,1300
Molecule Air Bar,"Green Park, South Delhi", South Delhi,Delhi,North Indian,4.2,555,1500
Sambookas,"DDA Market Complex,Hudson Lane, North Delhi", North Delhi,Delhi,"Italian,  Continental,  Fast Food",4.3,553,1200
Air Live,"Odyssey Mall,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Asian",4,552,2100
SKYHY,"Sri Tirumala Towers,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",3.8,552,1700
Punjab Grill,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.2,551,2800
Smelling Salts,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.4,550,1800
Kylin Experience,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",4.2,550,2000
Brewocrat - Brewery Skybar & Kitchen,"Elements One Mall,Sector 49, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Continental,  Mediterranean,  Asian,  Oriental ,  Finger Food",4.5,550,2000
Haunted,"Anna Nagar, North Chennai", North Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  Arabian,  Drinks",3.4,549,800
Sutra - The Gastropub,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Finger Food,  North Indian,  Italian,  European,  Asian",4.2,548,2500
Dr Sheesha,"Deepa Plaza,JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Chinese",4.2,548,800
Punjab Grill,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,"North Indian,  Mughlai",4.2,546,2200
ABs - Absolute Barbecues,"Porur, West Chennai", West Chennai,Chennai,"North Indian,  Barbecue,  Mediterranean,  European",4.4,545,1200
Ohri's - Rubaiyat,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,545,1200
Rayalaseema Ruchulu,"36 Square,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Andhra,  North Indian,  South Indian,  Biryani",3.9,544,1200
Barbeque Nation,"Anvi’s ECO Grand,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Barbecue,  North Indian,  Mediterranean",4.4,544,1400
AB's - Absolute Barbecues,"Powai, Powai", Powai,Mumbai,"North Indian,  Barbecue",4.4,539,1200
Pour House,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Oriental ,  Finger Food",4.2,539,1500
AB's - Absolute Barbecue,"Shivalik Shilp,Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Barbecue,  Seafood",4.4,539,1200
Indore Kitchen,"Indore Marriott Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Asian,  Fast Food",4.1,539,3000
House of Commons,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Italian,  Continental",4.4,536,1000
Yellow Brick Road,"Ambassador,Khan Market, Central Delhi", Central Delhi,Delhi,"Continental,  North Indian,  Italian,  South Indian",4.4,532,3500
Paprika Park,"Indirapuram Habitat Centre,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese,  Italian,  Continental",3.9,531,1500
Sammy Sosa,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Mexican,  Italian,  Continental,  Asian",4.6,530,1600
Momo I Am,"Salt Lake, East Kolkata", East Kolkata,Kolkata,"Tibetan,  Chinese,  Thai",4.5,530,800
Pirates Of Grill,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"North Indian,  Continental,  Mughlai",4.4,529,2000
Peter Cat,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Continental",4.3,529,900
Rotis,"Hardhick Crown,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  Mexican,  Oriental ",4.3,527,1200
By The Bae - Kitchen And Bar,"Versova, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Street Food",4.1,526,2000
ABs - Absolute Barbecues,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.3,525,1200
Duty Free Courtyard,"Gardens Galleria,Sector 38A, Noida", Noida,Noida,Finger Food,3.9,524,1500
Cafe Di Milano,"Dwarka, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American",4.3,524,1000
Barbeque Nation,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Barbecue,  North Indian,  Mediterranean",4.3,524,1400
Kava Kitchen & Bar,"Fairfield By Marriott Bengaluru Whitefield,Whitefield, East Bangalore", East Bangalore,Bangalore,"North Indian,  Continental,  South Indian",3.9,521,1200
China Bistro,"Niharika Jubilee One,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Chinese,  Asian,  Thai,  Japanese,  Sushi",4.3,521,2000
Chili's American Grill and Bar,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,"Mexican,  American",4.2,521,1500
Barbeque Nation,"Netaji Subhash Place, North Delhi", North Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.5,518,1700
K3,"JW Mariott Hotel New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.6,518,3700
Tales & Spirits,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"Continental,  Italian,  European",4.4,518,1500
Barbeque Nation,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Barbecue,  North Indian,  Drinks",4.5,517,1800
